IES.PADRE,IES,Programa Académico,GÉNERO,AÑO,Semestre,Total Matriculados
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MECANICA INDUSTRIAL,HOMBRE,2020,1,415
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MECANICA INDUSTRIAL,MUJER,2020,1,39
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MECANICA AUTOMOTRIZ,HOMBRE,2020,1,1688
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MECANICA AUTOMOTRIZ,MUJER,2020,1,83
5802,UNIVERSIDAD ECCI,TECNICA PROFESIONAL EN MECANICA AUTOMOTRIZ,HOMBRE,2020,1,9
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE COMERCIO EXTERIOR,HOMBRE,2020,1,177
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE COMERCIO EXTERIOR,MUJER,2020,1,195
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,HOMBRE,2020,1,341
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,MUJER,2020,1,53
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN AUTOMATIZACION Y ROBOTICA INDUSTRIAL,HOMBRE,2020,1,764
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN AUTOMATIZACION Y ROBOTICA INDUSTRIAL,MUJER,2020,1,96
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN PROCESAMIENTO DE PLASTICOS,HOMBRE,2020,1,21
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN PROCESAMIENTO DE PLASTICOS,MUJER,2020,1,8
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN CREACION Y PRODUCCION DE MODA,HOMBRE,2020,1,40
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN CREACION Y PRODUCCION DE MODA,MUJER,2020,1,185
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE LA SEGURIDAD Y SALUD EN EL TRABAJO,HOMBRE,2020,1,35
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE LA SEGURIDAD Y SALUD EN EL TRABAJO,MUJER,2020,1,108
5802,UNIVERSIDAD ECCI,ESTADÍSTICA,HOMBRE,2020,1,31
5802,UNIVERSIDAD ECCI,ESTADÍSTICA,MUJER,2020,1,18
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE LA SEGURIDAD Y SALUD EN EL TRABAJO,HOMBRE,2020,1,205
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE LA SEGURIDAD Y SALUD EN EL TRABAJO,MUJER,2020,1,483
5802,UNIVERSIDAD ECCI,ESPECIALIZACIÓN EN EDUCACIÓN PARA LA SOSTENIBILIDAD AMBIENTAL,HOMBRE,2020,1,1
5802,UNIVERSIDAD ECCI,ESPECIALIZACIÓN EN EDUCACIÓN PARA LA SOSTENIBILIDAD AMBIENTAL,MUJER,2020,1,15
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MERCADEO Y DISEÑO PUBLICITARIO,HOMBRE,2020,1,343
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MERCADEO Y DISEÑO PUBLICITARIO,MUJER,2020,1,405
5802,UNIVERSIDAD ECCI,PROFESIONAL EN LENGUAS MODERNAS,HOMBRE,2020,1,190
5802,UNIVERSIDAD ECCI,PROFESIONAL EN LENGUAS MODERNAS,MUJER,2020,1,365
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN INNOVACION DOCENTE MEDIADA POR TIC,HOMBRE,2020,1,16
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN INNOVACION DOCENTE MEDIADA POR TIC,MUJER,2020,1,14
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DEL COMERCIO EXTERIOR,HOMBRE,2020,1,13
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DEL COMERCIO EXTERIOR,MUJER,2020,1,21
5802,UNIVERSIDAD ECCI,COMERCIO INTERNACIONAL,HOMBRE,2020,1,2
5802,UNIVERSIDAD ECCI,COMERCIO INTERNACIONAL,MUJER,2020,1,4
5802,UNIVERSIDAD ECCI,PROFESIONAL EN GASTRONOMIA,HOMBRE,2020,1,27
5802,UNIVERSIDAD ECCI,PROFESIONAL EN GASTRONOMIA,MUJER,2020,1,23
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION GASTRONOMICA,HOMBRE,2020,1,268
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION GASTRONOMICA,MUJER,2020,1,165
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE PROCESOS INDUSTRIALES,HOMBRE,2020,1,63
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE PROCESOS INDUSTRIALES,MUJER,2020,1,32
5802,UNIVERSIDAD ECCI,MAESTRIA EN GERENCIA DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACION TIC,HOMBRE,2020,1,33
5802,UNIVERSIDAD ECCI,MAESTRIA EN GERENCIA DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACION TIC,MUJER,2020,1,15
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,HOMBRE,2020,1,23
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,MUJER,2020,1,1
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,HOMBRE,2020,1,262
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,MUJER,2020,1,37
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN AUTOMATIZACION Y ROBOTICA INDUSTRIAL,HOMBRE,2020,1,101
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN AUTOMATIZACION Y ROBOTICA INDUSTRIAL,MUJER,2020,1,13
5802,UNIVERSIDAD ECCI,DERECHO,HOMBRE,2020,1,57
5802,UNIVERSIDAD ECCI,DERECHO,MUJER,2020,1,83
5802,UNIVERSIDAD ECCI,MAESTRIA EN INGENIERIA,HOMBRE,2020,1,24
5802,UNIVERSIDAD ECCI,MAESTRIA EN INGENIERIA,MUJER,2020,1,6
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN PROCESOS QUIMICOS INDUSTRIALES,HOMBRE,2020,1,110
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN PROCESOS QUIMICOS INDUSTRIALES,MUJER,2020,1,146
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MANTENIMIENTO DE EQUIPOS BIOMEDICOS,HOMBRE,2020,1,157
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MANTENIMIENTO DE EQUIPOS BIOMEDICOS,MUJER,2020,1,115
5802,UNIVERSIDAD ECCI,INGENIERIA AMBIENTAL,HOMBRE,2020,1,238
5802,UNIVERSIDAD ECCI,INGENIERIA AMBIENTAL,MUJER,2020,1,347
5802,UNIVERSIDAD ECCI,MAESTRIA EN MATERIALES Y PROCESOS INDUSTRIALES,HOMBRE,2020,1,4
5802,UNIVERSIDAD ECCI,MAESTRIA EN MATERIALES Y PROCESOS INDUSTRIALES,MUJER,2020,1,1
5802,UNIVERSIDAD ECCI,ADMINISTRACIÓN DE EMPRESAS,MUJER,2020,1,4
